tourney,year,location,lng,lat,surface,money
San Marino,1989,San Marino,12.46009325,43.94287795,Clay,194126
US Open,1989,New York,-73.979681,40.6974881,Hard,4156866
Madrid,1989,Madrid,-3.67953665,40.437954299999994,Clay,363726
Geneva,1989,Geneva,6.144088549999998,46.205029499999995,Clay,394902
Los Angeles,1989,Los Angeles,-118.4117325,34.020478999999995,Hard,618334
Barcelona,1989,Barcelona,2.14876785,41.39479005,Clay,779412
Palermo,1989,Palermo,13.35728855,38.1405436,Clay,194126
Bordeaux,1989,Bordeaux,-0.586141,44.86372795,Clay,467647
San Francisco,1989,San Francisco,-122.7278025,37.7848269,Carpet,618334
Orlando,1989,Orlando,-81.36875,28.4811689,Hard,618334
Brisbane,1989,Brisbane,152.99319645,-27.3821429,Hard,311765
Basel,1989,Basel,7.59445995,47.55459664999999,Hard,750314
Toulouse,1989,Toulouse,1.432841,43.60069995,Hard,467647
Sydney Indoor,1989,Sydney,150.93197475,-33.84824395,Hard,779412
Vienna,1989,Vienna,16.38005995,48.2206849,Carpet,467647
Tel Aviv,1989,Tel Aviv,34.797246,32.0879315,Hard,207843
Tokyo Indoor,1989,Tokyo,145.02823855,28.16176585,Carpet,1039217
Frankfurt,1989,Frankfurt,8.636563800000001,50.121212,Carpet,363726
Paris,1989,Paris,2.3470598999999996,48.85885895,Carpet,2078433
Sao Paulo,1989,Sao Paulo,-46.5952992,-23.682412399999997,Carpet,207843
Stockholm,1989,Stockholm,17.982052499999998,59.32614194999999,Carpet,1730296
Johannesburg,1989,Johannesburg,28.04002455,-26.1715215,Hard,618334
Itaparica,1989,Itaparica,-38.7013875,-13.00587165,Hard,571569
Wellington,1990,Wellington,174.7618546,-41.24437005,Hard,246962
Adelaide,1990,Adelaide,138.61115984999998,-35.00076695,Hard,246962
Sydney Outdoor,1990,Sydney,150.93197475,-33.84824395,Hard,296355
Australian Open,1990,Melbourne,145.0531353,-37.9725665,Hard,2888469
Milan,1990,Milan,9.177732249999998,45.46273385,Carpet,1066876
San Francisco,1990,San Francisco,-122.7278025,37.7848269,Carpet,444532
Guaruja,1990,Guaruja,-46.22349044999999,-23.94918395,Hard,246962
Toronto Indoor,1990,Toronto,-79.37805804999998,43.7182412,Carpet,1985575
Brussels,1990,Brussels,4.37538995,50.85497504999999,Carpet,918699
Stuttgart Indoor,1990,Stuttgart,9.1772152,48.77920905000001,Carpet,1629950
Philadelphia,1990,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,1629950
Rotterdam,1990,Rotterdam,4.490406299999999,51.92797225,Carpet,889064
ATP Masters 1000 Indian Wells,1990,Indian Wells,-116.33434945,33.70741405,Hard,1481773
Casablanca,1990,Casablanca,-7.586992499999999,33.5722875,Clay,246962
ATP Masters 1000 Miami,1990,Miami,-80.22945845,25.7824075,Hard,2370836
Orlando,1990,Orlando,-81.36875,28.4811689,Hard,444532
Estoril,1990,Estoril,-9.3897931,38.70971665,Clay,444532
Rio De Janeiro,1990,Rio De Janeiro,-43.44598205,-22.91413075,Carpet,444532
Barcelona,1990,Barcelona,2.14876785,41.39479005,Clay,740886
Tokyo Outdoor,1990,Tokyo,145.02823855,28.16176585,Hard,1629950
Nice,1990,Nice,7.252817049999999,43.70319045,Clay,444532
Seoul,1990,Seoul,126.9740863,37.5638561,Hard,276598
Hong Kong,1990,Hong Kong,114.1277,22.35272345,Hard,365504
ATP Masters 1000 Monte Carlo,1990,Monte Carlo,7.42597045,43.741053,Clay,1481773
Munich,1990,Munich,11.54183575,48.15491075,Clay,444532
Madrid,1990,Madrid,-3.67953665,40.437954299999994,Clay,551219
Singapore,1990,Singapore,103.84425005,1.31400005,Hard,444532
Kiawah Island,1990,Kiawah Island,-80.0678848,32.60776285,Clay,389212
ATP Masters 1000 Hamburg,1990,Hamburg,10.02768365,53.56728285,Clay,1481773
ATP Masters 1000 Rome,1990,Rome,12.5359979,41.9100711,Clay,1985575
Umag,1990,Umag,13.5322719,45.42973975,Clay,291415
World Team Cup,1990,Dusseldorf,6.814350200000001,51.23845475,Clay,1778127
Bologna,1990,Bologna,11.3316855,44.499118200000005,Clay,444532
Roland Garros,1990,Paris,2.3470598999999996,48.85885895,Clay,5334382
Florence,1990,Florence,11.2409679,43.77995815,Clay,444532
London - Queen's Club,1990,London,-0.10159865,51.52864165,Grass,889064
Rosmalen,1990,Rosmalen,5.37742985,51.72796285,Grass,444532
Manchester,1990,Manchester,-2.22346285,53.47224545,Grass,444532
Wimbledon,1990,London,-0.10159865,51.52864165,Grass,5276816
Gstaad,1990,Gstaad,7.286546450000001,46.4722248,Clay,543317
Newport,1990,Newport,-71.29900634999998,41.4989764,Grass,296355
Bastad,1990,Bastad,12.85985845,56.4277899,Clay,444532
Washington,1990,Washington,-120.88227695,47.27298575,Hard,829793
Stuttgart Outdoor,1990,Stuttgart,9.1772152,48.77920905000001,Clay,1629950
Hilversum,1990,Hilversum,5.1605481,52.23157145,Clay,424775
ATP Masters 1000 Canada,1990,Toronto,-79.37805804999998,43.7182412,Hard,1837398
Los Angeles,1990,Los Angeles,-118.4117325,34.020478999999995,Hard,444532
San Remo,1990,San Remo,7.783342149999998,43.816404399999996,Clay,444532
Kitzbuhel,1990,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,666798
ATP Masters 1000 Cincinnati,1990,Cincinnati,-84.54040144999998,39.13634005,Hard,2015211
Prague,1990,Prague,14.4656239,50.05966964999999,Clay,293193
Indianapolis,1990,Indianapolis,-86.13274999999999,39.7797845,Hard,1629950
New Haven,1990,New Haven,-72.92909590000001,41.2982884,Hard,1629950
San Marino,1990,San Marino,12.46009325,43.94287795,Clay,246962
Long Island,1990,Long Island,-72.94907540000001,40.8521095,Hard,444532
Schenectady,1990,Schenectady,-73.93814350000001,42.8035645,Hard,246962
US Open,1990,New York,-73.979681,40.6974881,Hard,5046424
Geneva,1990,Geneva,6.144088549999998,46.205029499999995,Clay,444532
Bordeaux,1990,Bordeaux,-0.586141,44.86372795,Clay,533438
Basel,1990,Basel,7.59445995,47.55459664999999,Hard,889064
Palermo,1990,Palermo,13.35728855,38.1405436,Clay,533438
Brisbane,1990,Brisbane,152.99319645,-27.3821429,Hard,444532
Athens,1990,Athens,23.73833935,37.9908372,Clay,246962
Toulouse,1990,Toulouse,1.432841,43.60069995,Hard,513681
Sydney Indoor,1990,Sydney,150.93197475,-33.84824395,Hard,1481773
Berlin,1990,Berlin,13.42473175,52.5068441,Carpet,513681
Tokyo Indoor,1990,Tokyo,145.02823855,28.16176585,Carpet,1481773
Tel Aviv,1990,Tel Aviv,34.797246,32.0879315,Hard,246962
Lyon,1990,Lyon,4.83512095,45.7579555,Carpet,889064
Vienna,1990,Vienna,16.38005995,48.2206849,Carpet,444532
ATP Masters 1000 Stockholm,1990,Stockholm,17.982052499999998,59.32614194999999,Carpet,1659585
Sao Paulo,1990,Sao Paulo,-46.5952992,-23.682412399999997,Carpet,246962
ATP Masters 1000 Paris,1990,Paris,2.3470598999999996,48.85885895,Carpet,3259900
Moscow,1990,Moscow,37.3855235,55.58202595,Carpet,586782
Itaparica,1990,Itaparica,-38.7013875,-13.00587165,Hard,444532
Grand Slam Cup,1990,"Munich, Germany",11.54183575,48.15491075,Carpet,11854182
Wellington,1990,Wellington,174.7618546,-41.24437005,Hard,296355
Adelaide,1990,Adelaide,138.61115984999998,-35.00076695,Hard,296355
Sydney Outdoor,1991,Sydney,150.93197475,-33.84824395,Hard,420759
Australian Open,1991,Melbourne,145.0531353,-37.9725665,Hard,3784512
San Francisco,1991,San Francisco,-122.7278025,37.7848269,Carpet,420759
Milan,1991,Milan,9.177732249999998,45.46273385,Carpet,1009821
Guaruja,1991,Guaruja,-46.22349044999999,-23.94918395,Hard,233755
Philadelphia,1991,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,1542783
Brussels,1991,Brussels,4.37538995,50.85497504999999,Carpet,869568
Stuttgart Indoor,1991,Stuttgart,9.1772152,48.77920905000001,Carpet,1542783
Rotterdam,1991,Rotterdam,4.490406299999999,51.92797225,Carpet,841518
Chicago,1991,Chicago,-87.73196395,41.83373295,Carpet,420759
Copenhagen,1991,Copenhagen,12.5938239,55.67126735,Carpet,233755
ATP Masters 1000 Indian Wells,1991,Indian Wells,-116.33434945,33.70741405,Hard,1402530
ATP Masters 1000 Miami,1991,Miami,-80.22945845,25.7824075,Hard,2244048
Orlando,1991,Orlando,-81.36875,28.4811689,Hard,420759
Hong Kong,1991,Hong Kong,114.1277,22.35272345,Hard,437589
Estoril,1991,Estoril,-9.3897931,38.70971665,Clay,631138
Barcelona,1991,Barcelona,2.14876785,41.39479005,Clay,953720
Tokyo Outdoor,1991,Tokyo,145.02823855,28.16176585,Hard,1542783
Seoul,1991,Seoul,126.9740863,37.5638561,Hard,261806
Nice,1991,Nice,7.252817049999999,43.70319045,Clay,420759
Singapore,1991,Singapore,103.84425005,1.31400005,Hard,402059
ATP Masters 1000 Monte Carlo,1991,Monte Carlo,7.42597045,43.741053,Clay,1402530
Tampa,1991,Tampa,-82.45428045,27.99448255,Clay,420759
Munich,1991,Munich,11.54183575,48.15491075,Clay,420759
Madrid,1991,Madrid,-3.67953665,40.437954299999994,Clay,841518
Charlotte,1991,Charlotte,-80.83982895,35.20315345,Clay,402059
ATP Masters 1000 Hamburg,1991,Hamburg,10.02768365,53.56728285,Clay,1402530
Umag,1991,Umag,13.5322719,45.42973975,Clay,402059
ATP Masters 1000 Rome,1991,Rome,12.5359979,41.9100711,Clay,1873780
Bologna,1991,Bologna,11.3316855,44.499118200000005,Clay,420759
World Team Cup,1991,Dusseldorf,6.814350200000001,51.23845475,Clay,2388976
Roland Garros,1991,Paris,2.3470598999999996,48.85885895,Clay,6510637
Rosmalen,1991,Rosmalen,5.37742985,51.72796285,Grass,420759
London - Queen's Club,1991,London,-0.10159865,51.52864165,Grass,841518
Florence,1991,Florence,11.2409679,43.77995815,Clay,420759
Manchester,1991,Manchester,-2.22346285,53.47224545,Grass,420759
Wimbledon,1991,London,-0.10159865,51.52864165,Grass,6471157
Gstaad,1991,Gstaad,7.286546450000001,46.4722248,Clay,514261
Bastad,1991,Bastad,12.85985845,56.4277899,Clay,420759
Newport,1991,Newport,-71.29900634999998,41.4989764,Grass,280506
Washington,1991,Washington,-120.88227695,47.27298575,Hard,869568
Stuttgart Outdoor,1991,Stuttgart,9.1772152,48.77920905000001,Clay,1542783
Hilversum,1991,Hilversum,5.1605481,52.23157145,Clay,402059
ATP Masters 1000 Canada,1991,Montreal,-73.73030250000001,45.55804205,Hard,1739137
Los Angeles,1991,Los Angeles,-118.4117325,34.020478999999995,Hard,420759
San Marino,1991,San Marino,12.46009325,43.94287795,Clay,374008
Kitzbuhel,1991,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,631138
Prague,1991,Prague,14.4656239,50.05966964999999,Clay,570362
ATP Masters 1000 Cincinnati,1991,Cincinnati,-84.54040144999998,39.13634005,Hard,1907441
New Haven,1991,New Haven,-72.92909590000001,41.2982884,Hard,1542783
Indianapolis,1991,Indianapolis,-86.13274999999999,39.7797845,Hard,1542783
Schenectady,1991,Schenectady,-73.93814350000001,42.8035645,Hard,233755
Long Island,1991,Long Island,-72.94907540000001,40.8521095,Hard,420759
US Open,1991,New York,-73.979681,40.6974881,Hard,5795814
Geneva,1991,Geneva,6.144088549999998,46.205029499999995,Clay,420759
Bordeaux,1991,Bordeaux,-0.586141,44.86372795,Hard,504911
Brasilia,1991,Brasilia,-47.79708895,-15.775262900000001,Carpet,420759
Basel,1991,Basel,7.59445995,47.55459664999999,Hard,1262277
Palermo,1991,Palermo,13.35728855,38.1405436,Clay,504911
Brisbane,1991,Brisbane,152.99319645,-27.3821429,Hard,420759
Sydney Indoor,1991,Sydney,150.93197475,-33.84824395,Hard,1402530
Athens,1991,Athens,23.73833935,37.9908372,Clay,233755
Toulouse,1991,Toulouse,1.432841,43.60069995,Hard,486210
Berlin,1991,Berlin,13.42473175,52.5068441,Carpet,486210
Tel Aviv,1991,Tel Aviv,34.797246,32.0879315,Hard,233755
Tokyo Indoor,1991,Tokyo,145.02823855,28.16176585,Carpet,1402530
Vienna,1991,Vienna,16.38005995,48.2206849,Carpet,420759
Lyon,1991,Lyon,4.83512095,45.7579555,Carpet,841518
ATP Masters 1000 Stockholm,1991,Stockholm,17.982052499999998,59.32614194999999,Carpet,1570833
Guaruja-2,1991,Guaruja,-46.22349044999999,-23.94918395,Hard,233755
Buzios,1991,Buzios,-41.918363899999996,-22.7615608,Hard,275831
ATP Masters 1000 Paris,1991,Paris,2.3470598999999996,48.85885895,Carpet,3085566
Sao Paulo,1991,Sao Paulo,-46.5952992,-23.682412399999997,Hard,467510
Moscow,1991,Moscow,37.3855235,55.58202595,Carpet,555402
Birmingham,1991,Birmingham,-86.85013694999998,33.5312374,Carpet,841518
Grand Slam Cup,1991,"Munich, Germany",11.54183575,48.15491075,Carpet,11220238
Adelaide,1991,Adelaide,138.61115984999998,-35.00076695,Hard,294531
Wellington,1991,Wellington,174.7618546,-41.24437005,Hard,294531
Sydney Outdoor,1992,Sydney,150.93197475,-33.84824395,Hard,428323
Australian Open,1992,Melbourne,145.0531353,-37.9725665,Hard,3455172
Milan,1992,Milan,9.177732249999998,45.46273385,Carpet,1029798
San Francisco,1992,San Francisco,-122.7278025,37.7848269,Hard,428323
Maceio,1992,Maceio,-35.68667855,-9.59345295,Clay,236945
Brussels,1992,Brussels,4.37538995,50.85497504999999,Carpet,1212063
Stuttgart Indoor,1992,Stuttgart,9.1772152,48.77920905000001,Carpet,1576593
Philadelphia,1992,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,1576593
Rotterdam,1992,Rotterdam,4.490406299999999,51.92797225,Carpet,865759
Scottsdale,1992,Scottsdale,-111.85845405,33.674211,Hard,428323
Copenhagen,1992,Copenhagen,12.5938239,55.67126735,Carpet,236945
ATP Masters 1000 Indian Wells,1992,Indian Wells,-116.33434945,33.70741405,Hard,1503687
ATP Masters 1000 Miami,1992,Miami,-80.22945845,25.7824075,Hard,2415012
Casablanca,1992,Casablanca,-7.586992499999999,33.5722875,Clay,236945
Singapore,1992,Singapore,103.84425005,1.31400005,Hard,437436
Estoril,1992,Estoril,-9.3897931,38.70971665,Clay,847533
Johannesburg,1992,Johannesburg,28.04002455,-26.1715215,Hard,492116
Barcelona,1992,Barcelona,2.14876785,41.39479005,Clay,1202950
Tokyo Outdoor,1992,Tokyo,145.02823855,28.16176585,Hard,1576593
Hong Kong,1992,Hong Kong,114.1277,22.35272345,Hard,492116
Nice,1992,Nice,7.252817049999999,43.70319045,Clay,428323
Tampa,1992,Tampa,-82.45428045,27.99448255,Clay,428323
ATP Masters 1000 Monte Carlo,1992,Monte Carlo,7.42597045,43.741053,Clay,1859104
Seoul,1992,Seoul,126.9740863,37.5638561,Hard,264284
Atlanta,1992,Atlanta,-84.42060395,33.76771289999999,Clay,428323
Munich,1992,Munich,11.54183575,48.15491075,Clay,501229
Madrid,1992,Madrid,-3.67953665,40.437954299999994,Clay,1275856
Charlotte,1992,Charlotte,-80.83982895,35.20315345,Clay,410096
ATP Masters 1000 Hamburg,1992,Hamburg,10.02768365,53.56728285,Clay,1822651
ATP Masters 1000 Rome,1992,Rome,12.5359979,41.9100711,Clay,2050482
World Team Cup,1992,Dusseldorf,6.814350200000001,51.23845475,Clay,2004916
Bologna,1992,Bologna,11.3316855,44.499118200000005,Clay,437436
Roland Garros,1992,Paris,2.3470598999999996,48.85885895,Clay,6921567
Florence,1992,Florence,11.2409679,43.77995815,Clay,428323
Rosmalen,1992,Rosmalen,5.37742985,51.72796285,Grass,428323
London - Queen's Club,1992,London,-0.10159865,51.52864165,Grass,865759
Manchester,1992,Manchester,-2.22346285,53.47224545,Grass,428323
Wimbledon,1992,London,-0.10159865,51.52864165,Grass,6660506
Newport,1992,Newport,-71.29900634999998,41.4989764,Grass,318964
Gstaad,1992,Gstaad,7.286546450000001,46.4722248,Clay,546795
Bastad,1992,Bastad,12.85985845,56.4277899,Clay,428323
Washington,1992,Washington,-120.88227695,47.27298575,Hard,893099
Stuttgart Outdoor,1992,Stuttgart,9.1772152,48.77920905000001,Clay,1576593
Hilversum,1992,Hilversum,5.1605481,52.23157145,Clay,410096
Kitzbuhel,1992,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,647041
ATP Masters 1000 Canada,1992,Toronto,-79.37805804999998,43.7182412,Hard,1868217
Barcelona Olympics,1992,Barcelona,2.14876785,41.39479005,Clay,0
San Marino,1992,San Marino,12.46009325,43.94287795,Clay,428323
Los Angeles,1992,Los Angeles,-118.4117325,34.020478999999995,Hard,428323
Prague,1992,Prague,14.4656239,50.05966964999999,Clay,583248
ATP Masters 1000 Cincinnati,1992,Cincinnati,-84.54040144999998,39.13634005,Hard,2050482
Indianapolis,1992,Indianapolis,-86.13274999999999,39.7797845,Hard,1576593
New Haven,1992,New Haven,-72.92909590000001,41.2982884,Hard,1576593
Schenectady,1992,Schenectady,-73.93814350000001,42.8035645,Hard,236945
Long Island,1992,Long Island,-72.94907540000001,40.8521095,Hard,428323
Umag,1992,Umag,13.5322719,45.42973975,Clay,428323
US Open,1992,New York,-73.979681,40.6974881,Hard,6500302
Bordeaux,1992,Bordeaux,-0.586141,44.86372795,Clay,546795
Cologne,1992,Cologne,6.96732235,50.95770284999999,Clay,437436
Basel,1992,Basel,7.59445995,47.55459664999999,Hard,1275856
Brisbane,1992,Brisbane,152.99319645,-27.3821429,Hard,428323
Palermo,1992,Palermo,13.35728855,38.1405436,Clay,519455
Toulouse,1992,Toulouse,1.432841,43.60069995,Hard,501229
Athens,1992,Athens,23.73833935,37.9908372,Clay,236945
Sydney Indoor,1992,Sydney,150.93197475,-33.84824395,Hard,1503687
Tokyo Indoor,1992,Tokyo,145.02823855,28.16176585,Carpet,1503687
Bolzano,1992,Bolzano,11.347157699999999,46.489236600000005,Carpet,492116
Tel Aviv,1992,Tel Aviv,34.797246,32.0879315,Hard,236945
Vienna,1992,Vienna,16.38005995,48.2206849,Carpet,510342
Lyon,1992,Lyon,4.83512095,45.7579555,Carpet,1002458
Taipei,1992,Taipei,121.50637795,25.0172264,Carpet,492116
ATP Masters 1000 Stockholm,1992,Stockholm,17.982052499999998,59.32614194999999,Carpet,1895557
Guaruja,1992,Guaruja,-46.22349044999999,-23.94918395,Hard,236945
Buzios,1992,Buzios,-41.918363899999996,-22.7615608,Hard,282511
ATP Masters 1000 Paris,1992,Paris,2.3470598999999996,48.85885895,Carpet,3308111
Moscow,1992,Moscow,37.3855235,55.58202595,Carpet,574135
Antwerp,1992,Antwerp,4.357720049999998,51.26038505,Carpet,1822651
Sao Paulo,1992,Sao Paulo,-46.5952992,-23.682412399999997,Hard,428323
Grand Slam Cup,1992,"Munich, Germany",11.54183575,48.15491075,Carpet,10935905
Doha,1993,Doha,51.51199665,25.284009100000002,Hard,794299
Adelaide,1993,Adelaide,138.61115984999998,-35.00076695,Hard,278005
Kuala Lumpur-1,1993,Kuala Lumpur,101.6869895,3.1385058999999997,Hard,485405
Jakarta,1993,Jakarta,106.829518,-6.229746499999999,Hard,485405
Sydney Outdoor,1993,Sydney,150.93197475,-33.84824395,Hard,485405
Australian Open,1993,Melbourne,145.0531353,-37.9725665,Hard,3428140
San Francisco,1993,San Francisco,-122.7278025,37.7848269,Hard,485405
Marseille,1993,Marseille,5.38049645,43.28039055,Carpet,882554
Dubai,1993,Dubai,55.22774679999999,25.0753483,Hard,1765108
Milan,1993,Milan,9.177732249999998,45.46273385,Carpet,1191448
Stuttgart Indoor,1993,Stuttgart,9.1772152,48.77920905000001,Carpet,3750855
Philadelphia,1993,Philadelphia,-75.11802829999998,40.002497999999996,Hard,1014937
Scottsdale,1993,Scottsdale,-111.85845405,33.674211,Hard,485405
Rotterdam,1993,Rotterdam,4.490406299999999,51.92797225,Carpet,1014937
Mexico City,1993,Mexico City,-99.14361265,19.3907336,Clay,485405
Copenhagen,1993,Copenhagen,12.5938239,55.67126735,Carpet,308894
ATP Masters 1000 Indian Wells,1993,Indian Wells,-116.33434945,33.70741405,Hard,2471152
Zaragoza,1993,Zaragoza,-0.8949809000000001,41.65169125,Carpet,308894
ATP Masters 1000 Miami,1993,Miami,-80.22945845,25.7824075,Hard,2471152
Casablanca,1993,Casablanca,-7.586992499999999,33.5722875,Clay,308894
Durban,1993,Durban,30.9924625,-29.84837935,Hard,485405
Osaka,1993,Osaka,135.4860644,34.677643100000004,Hard,838426
Estoril,1993,Estoril,-9.3897931,38.70971665,Clay,882554
Barcelona,1993,Barcelona,2.14876785,41.39479005,Clay,1323831
Tokyo Outdoor,1993,Tokyo,145.02823855,28.16176585,Hard,1615074
Charlotte,1993,Charlotte,-80.83982895,35.20315345,Clay,485405
Hong Kong,1993,Hong Kong,114.1277,22.35272345,Hard,485405
Nice,1993,Nice,7.252817049999999,43.70319045,Clay,485405
ATP Masters 1000 Monte Carlo,1993,Monte Carlo,7.42597045,43.741053,Clay,2471152
Seoul,1993,Seoul,126.9740863,37.5638561,Hard,308894
Munich,1993,Munich,11.54183575,48.15491075,Clay,485405
Madrid,1993,Madrid,-3.67953665,40.437954299999994,Clay,1367959
Atlanta,1993,Atlanta,-84.42060395,33.76771289999999,Clay,485405
Tampa,1993,Tampa,-82.45428045,27.99448255,Clay,414800
ATP Masters 1000 Hamburg,1993,Hamburg,10.02768365,53.56728285,Clay,2559407
Coral Springs,1993,Coral Springs,-80.24970285,26.27000795,Clay,353022
ATP Masters 1000 Rome,1993,Rome,12.5359979,41.9100711,Clay,2647662
Bologna,1993,Bologna,11.3316855,44.499118200000005,Clay,264766
World Team Cup,1993,Dusseldorf,6.814350200000001,51.23845475,Clay,2647662
Roland Garros,1993,Paris,2.3470598999999996,48.85885895,Clay,7346875
Rosmalen,1993,Rosmalen,5.37742985,51.72796285,Grass,485405
London - Queen's Club,1993,London,-0.10159865,51.52864165,Grass,1059065
Florence,1993,Florence,11.2409679,43.77995815,Clay,485405
Manchester,1993,Manchester,-2.22346285,53.47224545,Grass,485405
Halle,1993,Halle,11.97237305,51.47288260000001,Grass,617788
Wimbledon,1993,London,-0.10159865,51.52864165,Grass,6341019
Bastad,1993,Bastad,12.85985845,56.4277899,Clay,414800
Gstaad,1993,Gstaad,7.286546450000001,46.4722248,Clay,661916
Newport,1993,Newport,-71.29900634999998,41.4989764,Grass,308894
Stuttgart Outdoor,1993,Stuttgart,9.1772152,48.77920905000001,Clay,1615074
